Country,Year,life_expectancy,status,adult_mortality,under_5_deaths,infant_deaths,neonatal_deaths,health_expenditure_perc,tuberculosis,bmi,alcohol,diphtheria,hepatitis,measles1,measles2,polio,obesity,population,thinness_18_plus,thinness_5_9,thinness_5_19,gdp,hiv_new,hiv_perc
DominicanRepublic,2002,69.9,Developing,215,8,7,5,4.4,5100,25.1,6.51,82,82,86,,74,17.2,8724975,5.8,3.6,,,,
DominicanRepublic,2001,69.8,Developing,214,9,7,5,4.3,6000,25,6.21,72,72,88,,71,16.6,8598601,6,3.7,,,,
DominicanRepublic,2000,69.7,Developing,212,9,7,5,4.2,6600,24.9,6.66,78,78,85,,71,16,8471321,6.3,3.8,,,,
Ecuador,2015,76.3,Developing,117,5,4,3,8.5,6400,27.1,3.67,78,78,84,76,84,19.4,16212020,1.3,1.1,1.2,6124.5,0.3,0.4
Ecuador,2014,76.3,Developing,119,5,4,3,8.6,6400,27,3.8,83,83,85,59,84,19,15951838,1.4,1.1,1.2,6377.1,,
Ecuador,2013,76.1,Developing,122,5,5,3,8.5,6600,26.9,3.78,87,87,97,70,87,18.5,15707474,1.4,1.2,1.2,6056.3,,
Ecuador,2012,75.7,Developing,127,5,5,3,8.4,6800,26.7,3.92,87,87,96,81,85,18.1,15474102,1.5,1.2,1.2,5682,,
Ecuador,2011,75.6,Developing,130,6,5,3,7.8,6400,26.6,4,88,88,94,92,85,17.6,15243883,1.5,1.2,1.3,5200.6,,
Ecuador,2010,75.3,Developing,134,6,5,3,7.5,6000,26.5,3.96,91,91,95,91,88,17.2,15011117,1.6,1.2,1.3,4633.6,,
Ecuador,2009,75.4,Developing,137,6,5,3,6.6,5900,26.4,3.88,94,94,97,99,91,16.8,14774424,1.6,1.2,1.3,4231.6,,
Ecuador,2008,74.9,Developing,141,6,6,3,6.1,6100,26.2,3.77,96,96,98,,94,16.4,14535739,1.7,1.3,1.3,4249,,
Ecuador,2007,75,Developing,141,7,6,3,5.9,6100,26.1,3.64,96,96,98,,95,16,14296557,1.7,1.3,1.4,3567.8,,
Ecuador,2006,74.7,Developing,144,7,6,3,5.7,5700,26,3.54,96,96,97,,92,15.6,14059384,1.8,1.3,1.4,3328.9,,
Ecuador,2005,74.5,Developing,149,7,6,4,5.6,5500,25.9,3.56,92,92,93,,89,15.2,13825847,1.8,1.3,1.4,3002.1,,
Ecuador,2004,74.6,Developing,145,7,6,4,5.6,7900,25.8,3.66,88,88,99,,90,14.8,13596388,1.9,1.4,1.5,2691.3,,
Ecuador,2003,74.5,Developing,146,8,7,4,5.4,8500,25.7,3.7,87,87,99,,97,14.4,13369678,2,1.4,1.5,2425.9,,
Ecuador,2002,73.7,Developing,153,8,7,4,4.5,7300,25.5,3.87,88,88,99,,88,14,13143465,2,1.5,1.5,2172.1,,
Ecuador,2001,73.3,Developing,154,9,7,4,3.7,7500,25.4,4.12,89,89,99,,90,13.6,12914667,2.1,1.5,1.6,1894.6,,
Ecuador,2000,72.7,Developing,160,9,8,4,3.3,8600,25.3,3.97,87,87,99,,83,13.2,12681123,2.2,1.5,1.6,1445.3,,
Egypt,2015,70.3,Developing,166,60,51,32,4.2,14000,29.5,0.18,93,93,92,92,93,31.3,92442547,1.6,2.8,2.8,3599,0.05,0.1
Egypt,2014,70.6,Developing,165,61,52,33,4.1,14000,29.3,0.2,94,94,93,93,94,30.6,90424654,1.7,2.8,2.8,3378.8,,
Egypt,2013,70.7,Developing,167,63,54,34,4.6,15000,29.2,0.2,97,97,96,96,97,30,88404640,1.7,2.8,2.9,3264.4,,
Egypt,2012,69.9,Developing,174,64,54,35,4.9,15000,29.1,0.2,93,93,93,92,93,29.3,86422240,1.8,2.9,2.9,3232.6,,
Egypt,2011,70.1,Developing,175,64,54,35,4.6,15000,28.9,0.2,96,96,96,97,96,28.6,84529250,1.9,2.9,3,2792,,
Egypt,2010,69.7,Developing,178,64,54,35,4.4,15000,28.8,0.21,97,97,96,97,97,28,82761235,1.9,3,3,2644.8,,
Egypt,2009,69.7,Developing,178,64,54,35,4.6,15000,28.7,0.2,97,97,95,96,97,27.4,81134798,2,3,3.1,2329.2,,
Egypt,2008,69.8,Developing,174,64,54,35,4.7,16000,28.6,0.23,97,97,92,96,97,26.7,79636079,2.1,3.1,3.1,2044.5,,
Egypt,2007,69.8,Developing,172,65,54,36,4.7,16000,28.4,0.2,98,98,97,97,98,26.1,78232126,2.2,3.1,3.1,1667.8,,
Egypt,2006,69.7,Developing,174,66,55,36,5.1,16000,28.3,0.18,98,98,98,97,98,25.5,76873663,2.2,3.2,3.2,1398.2,,
Egypt,2005,69.6,Developing,172,68,56,37,5.2,16000,28.2,0.16,98,98,98,97,98,24.9,75523569,2.3,3.2,3.3,1187.5,,
Egypt,2004,69.3,Developing,173,70,57,37,5.1,17000,28.1,0.16,97,97,97,96,97,24.4,74172073,2.4,3.3,3.3,1063,,
Egypt,2003,68.9,Developing,175,72,59,38,5.5,17000,28,0.15,98,98,98,97,98,23.8,72826097,2.4,3.4,3.4,1138.7,,
Egypt,2002,69,Developing,174,75,61,38,5.8,17000,27.9,0.15,97,97,97,96,97,23.3,71485043,2.5,3.4,3.5,1228.9,,
Egypt,2001,69,Developing,173,78,63,39,5.7,18000,27.8,0.14,99,99,97,99,99,22.7,70152661,2.6,3.5,3.6,1391.7,,
Egypt,2000,69.2,Developing,166,82,65,40,5.2,18000,27.6,0.14,98,98,98,97,98,22.2,68831561,2.6,3.6,3.7,1450.5,,
ElSalvador,2015,73.4,Developing,180,2,2,1,6.9,3100,27.6,2.57,91,91,95,88,92,24,6325124,2.3,1.6,,,0.2,0.6
ElSalvador,2014,73.2,Developing,182,2,2,1,6.8,2800,27.5,2.47,94,94,95,85,93,23.4,6295128,2.4,1.6,,,,
ElSalvador,2013,73,Developing,184,2,2,1,6.9,2700,27.4,2.36,92,92,94,85,92,22.8,6266070,2.5,1.6,,,,
ElSalvador,2012,72.8,Developing,186,2,2,1,6.7,2600,27.3,2.42,92,92,93,95,93,22.2,6237923,2.5,1.6,,,,
ElSalvador,2011,72.5,Developing,189,2,2,1,6.8,2400,27.2,2.31,89,89,89,81,90,21.7,6210568,2.6,1.6,,,,
ElSalvador,2010,72.2,Developing,192,2,2,1,6.9,2100,27.1,2.29,89,89,92,78,89,21.1,6183875,2.7,1.6,,,,
ElSalvador,2009,71.8,Developing,197,2,2,1,6.8,2100,27,2.48,91,91,91,82,91,20.6,6157686,2.7,1.7,,,,
ElSalvador,2008,71.5,Developing,198,3,2,1,6.2,2100,26.9,2.59,98,98,95,79,98,20,6131764,2.8,1.7,,,,
ElSalvador,2007,71.2,Developing,200,3,2,1,6.3,2100,26.8,2.73,99,99,99,86,99,19.5,6105810,2.9,1.7,,,,
ElSalvador,2006,70.8,Developing,203,3,3,1,6.7,2100,26.7,2.66,96,96,98,89,96,18.9,6079399,3,1.8,,,,
ElSalvador,2005,70.4,Developing,206,3,3,1,7.2,2200,26.6,2.67,89,89,99,85,89,18.4,6052123,3.1,1.8,,,,
ElSalvador,2004,70.1,Developing,209,4,3,2,7.3,1800,26.5,2.78,90,90,93,80,90,17.8,6023797,3.2,1.9,,,,
ElSalvador,2003,69.8,Developing,211,4,3,2,7.3,1700,26.4,2.98,94,94,90,77,93,17.3,5994077,3.3,1.9,,,,
ElSalvador,2002,69.5,Developing,213,4,3,2,7.7,1900,26.2,2.85,81,81,93,,81,16.7,5962136,3.4,2,,,,
ElSalvador,2001,68.6,Developing,222,4,4,2,7.8,1800,26.1,2.76,92,92,95,,94,16.1,5927006,3.5,2,,,,
ElSalvador,2000,68.8,Developing,218,5,4,2,8,1900,26,2.67,99,99,97,,98,15.6,5887936,3.7,2.1,,,,
EquatorialGuinea,2015,59.4,Developing,301,4,3,1,2.7,2000,23.9,9.85,16,16,27,,17,7.7,1168568,13.5,8.4,,,6.5,6.7
EquatorialGuinea,2014,59,Developing,307,4,3,1,1.8,1800,23.9,10.23,24,24,44,,24,7.4,1122276,13.7,8.6,,,,
EquatorialGuinea,2013,58.1,Developing,327,4,3,1,1.7,1700,23.8,10.16,6,6,42,,30,7.1,1076413,13.8,8.7,,,,
EquatorialGuinea,2012,57.5,Developing,336,4,3,1,1.4,1500,23.7,11.65,26,26,35,,30,6.8,1031191,14,8.8,,,,
EquatorialGuinea,2011,57.3,Developing,335,4,3,1,1.3,1400,23.6,10.78,41,41,51,,39,6.5,986853,14.1,9,,,,
EquatorialGuinea,2010,57,Developing,335,4,3,1,1.5,1200,23.5,9.76,44,44,51,,59,6.3,943639,14.3,9.2,,,,
EquatorialGuinea,2009,56.3,Developing,345,4,3,1,1.7,1100,23.4,7.89,43,43,51,,57,6,901599,14.4,9.3,,,,
EquatorialGuinea,2008,55.9,Developing,348,4,3,1,1.3,1000,23.4,8.28,42,42,51,,55,5.8,860840,14.6,9.5,,,,
EquatorialGuinea,2007,55.2,Developing,356,4,3,1,1.5,940,23.3,6.81,41,41,51,,54,5.6,821687,14.7,9.6,,,,
EquatorialGuinea,2006,54.9,Developing,357,4,3,1,1.5,870,23.2,7.23,40,40,51,,52,5.4,784496,14.8,9.8,,,,
EquatorialGuinea,2005,54.4,Developing,360,4,3,1,0.8,800,23.1,7.15,39,39,51,,50,5.2,749535,14.9,10,,,,
EquatorialGuinea,2004,54.1,Developing,361,4,3,1,1,750,23,7.72,38,38,51,,48,5,716949,15.1,10.1,,,,
EquatorialGuinea,2003,53.8,Developing,359,4,3,1,1.2,710,22.9,7.14,37,37,51,,46,4.8,686664,15.2,10.3,,,,
EquatorialGuinea,2002,53.5,Developing,358,4,3,1,1,670,22.8,6.03,36,36,51,,44,4.6,658384,15.3,10.4,,,,
EquatorialGuinea,2001,53.2,Developing,358,4,3,1,2.3,630,22.7,5.09,35,35,51,,43,4.5,631666,15.4,10.6,,,,
EquatorialGuinea,2000,52.8,Developing,359,4,3,1,2.5,590,22.6,4.44,34,34,51,,41,4.3,606181,15.6,10.7,,,,
Estonia,2015,77.7,Developing,116,0.1,0.1,0.1,6.5,240,26.4,16.64,93,93,93,92,93,20.9,1315407,1.2,1.9,1.9,17412.4,0.5,0.8
Estonia,2014,77.2,Developing,124,0.1,0.1,0.1,6.2,270,26.3,17.29,93,93,93,93,93,20.7,1314545,1.3,1.9,1.9,20247.2,,
Estonia,2013,77.1,Developing,122,0.1,0.1,0.1,6,300,26.3,17.75,94,94,94,92,94,20.4,1317997,1.3,1.9,1.9,19072.2,,
Estonia,2012,76.5,Developing,134,0.1,0.1,0.1,5.8,300,26.2,16.96,94,94,94,94,94,20.1,1322696,1.3,2,1.9,17421.9,,
Estonia,2011,76.3,Developing,136,0.1,0.1,0.1,5.8,340,26.2,16.27,93,93,94,95,93,19.9,1327439,1.4,2,2,17454.8,,
Estonia,2010,75.9,Developing,134,0.1,0.1,0.1,6.3,330,26.1,14.97,94,94,95,95,94,19.6,1331475,1.4,2,2,14638.6,,
Estonia,2009,75.2,Developing,154,0.1,0.1,0.1,6.5,410,26.1,14.32,95,95,95,96,95,19.4,1334515,1.4,2.1,2,14726.3,,
Estonia,2008,74.4,Developing,164,0.1,0.1,0.1,5.8,460,26,16.38,95,95,95,97,95,19.1,1337090,1.5,2.1,2.1,18094.5,,
Estonia,2007,73.3,Developing,187,0.1,0.1,0.1,5,520,26,17.37,95,95,96,96,95,18.9,1340680,1.5,2.2,2.1,16586.4,,
Estonia,2006,73.2,Developing,186,0.1,0.1,0.1,4.9,490,25.9,15.83,95,95,96,98,95,18.6,1346810,1.6,2.2,2.1,12595.4,,
Estonia,2005,73,Developing,187,0.1,0.1,0.1,5,550,25.8,14.7,96,96,96,98,96,18.4,1354775,1.6,2.3,2.2,10338.3,,
Estonia,2004,72.4,Developing,193,0.1,0.1,0.1,5.1,620,25.8,13.23,94,94,96,97,95,18.2,1362550,1.6,2.3,2.3,8850.5,,
Estonia,2003,72.1,Developing,197,0.1,0.1,0.1,4.9,670,25.7,11.55,94,94,95,96,95,18,1370720,1.6,2.4,2.3,7174.2,,
Estonia,2002,71.3,Developing,210,0.1,0.1,0.1,4.7,710,25.6,10.36,94,94,95,94,94,17.8,1379350,1.7,2.5,2.4,5308.3,,
Estonia,2001,70.9,Developing,224,0.1,0.1,0.1,4.8,810,25.5,9.22,94,94,95,84,94,17.6,1388115,1.7,2.5,2.5,4499,,
Estonia,2000,70.9,Developing,216,0.1,0.1,0.1,5.2,910,25.4,7.9,93,93,93,89,93,17.4,1396985,1.7,2.6,2.5,4070,,
Eswatini,2015,57.3,,398,2,2,1,7,5300,26.8,7.38,90,90,89,89,84,16.1,1104044,8.2,4.3,4.3,3641.4,21.2,28.1
Eswatini,2014,56.8,,408,2,2,1,7.2,7000,26.7,7.46,98,98,97,89,98,15.7,1095021,8.4,4.6,4.6,3997.5,,
Eswatini,2013,56,,421,2,2,1,7.3,8300,26.6,6.53,98,98,96,89,98,15.3,1086839,8.5,4.9,4.8,4196.3,,
Eswatini,2012,54.9,,443,3,2,1,7.4,9000,26.5,5.54,95,95,88,52,92,14.9,1079288,8.7,5.2,5.1,4469.5,,
Eswatini,2011,53.8,,469,3,2,1,8.5,10000,26.4,5.95,91,91,87,92,85,14.5,1072032,8.8,5.6,5.5,4496.6,,
Eswatini,2010,51.5,,503,3,2,1,8.2,13000,26.4,5.65,89,89,94,99,89,14.1,1064837,9,5.9,5.8,4168.5,,
Eswatini,2009,50.2,,524,4,2,1,7.1,13000,26.3,5.63,88,88,94,99,89,13.8,1057467,9.1,6.3,6.2,3385.8,,
Eswatini,2008,48.7,,554,4,3,1,7.3,11000,26.2,5.62,88,88,94,99,89,13.4,1049945,9.2,6.7,6.6,3137.4,,
Eswatini,2007,47.4,,587,4,3,1,6.3,11000,26.1,6.32,87,87,94,99,88,13.1,1042652,9.4,7.1,7,3327.4,,
Eswatini,2006,45.6,,628,4,3,1,6.2,11000,26,6.24,87,87,93,99,88,12.7,1036092,9.5,7.5,7.4,3176.7,,
Eswatini,2005,44.3,,652,5,3,1,5.9,11000,25.9,5.03,86,86,93,99,88,12.4,1030579,9.6,7.9,7.8,3083.8,,
Eswatini,2004,44.2,,650,5,3,1,5,10000,25.8,5.93,86,86,93,99,88,12,1026286,9.7,8.4,8.2,2699.1,,
Eswatini,2003,44.8,,633,5,3,1,4.8,9700,25.7,5.76,85,85,93,99,87,11.7,1022802,9.8,8.8,8.6,2148.6,,
Eswatini,2002,45.7,,610,5,3,1,4.6,8400,25.6,5.64,85,85,93,99,87,11.4,1019059,9.9,9.2,9.1,1405.4,,
Eswatini,2001,47,,580,4,3,1,4.5,7600,25.6,6.74,84,84,93,,87,11.1,1013609,10.1,9.6,9.5,1521.8,,
Eswatini,2000,48.6,,540,4,3,1,4.6,7300,25.5,7.11,84,84,92,,87,10.7,1005435,10.2,10.1,9.9,1728.7,,
Ethiopia,2015,65,Developing,225,203,141,100,4,192000,20.5,1.43,73,73,65,,78,4.3,100835458,16.2,10.3,10.5,639.3,0.46,1.1
Ethiopia,2014,64.5,Developing,230,212,146,102,4,201000,20.5,1.43,61,61,54,,68,4,98094253,16.4,10.4,10.6,566.9,,
Ethiopia,2013,64,Developing,234,220,150,105,4.1,213000,20.5,1.43,59,59,55,,70,3.8,95385785,16.6,10.5,10.7,499.5,,
Ethiopia,2012,63.4,Developing,240,230,156,107,4.6,221000,20.4,1.4,62,62,62,,70,3.6,92726971,16.8,10.6,10.8,467.1,,
Ethiopia,2011,62.6,Developing,249,240,161,110,4.5,228000,20.4,0.86,65,65,68,,70,3.4,90139927,17,10.7,10.9,354.5,,
Ethiopia,2010,61.6,Developing,262,251,167,113,5.5,235000,20.3,0.88,61,61,64,,69,3.3,87639964,17.2,10.8,11,341.6,,
Ethiopia,2009,60.6,Developing,278,264,173,116,4.4,241000,20.3,0.77,58,58,59,,65,3.1,85233913,17.4,10.9,11.1,380.6,,
Ethiopia,2008,59.4,Developing,295,277,181,119,4.3,246000,20.2,0.44,54,54,54,,63,2.9,82916235,17.6,11,11.2,326.4,,
Ethiopia,2007,58.1,Developing,316,292,189,122,4.8,251000,20.2,0.75,50,50,49,,61,2.8,80674348,17.7,11.1,11.3,244.3,,
Ethiopia,2006,56.7,Developing,339,308,198,126,4.3,256000,20.2,0.83,46,46,44,,59,2.7,78489206,17.9,11.2,11.4,194.7,,
Ethiopia,2005,55.5,Developing,358,325,208,129,4.1,261000,20.1,0.65,44,44,40,,56,2.5,76346311,18.1,11.3,11.5,162.4,,
Ethiopia,2004,54.3,Developing,375,343,218,132,4.3,267000,20.1,0.56,40,40,35,,54,2.4,74239505,18.2,11.5,11.6,136.5,,
Ethiopia,2003,53.3,Developing,386,360,228,135,4.9,273000,20,0.52,37,37,35,,55,2.3,72170584,18.4,11.6,11.7,119.5,,
Ethiopia,2002,52.6,Developing,390,376,237,138,4.7,277000,20,0.52,35,35,36,,55,2.2,70142091,18.6,11.7,11.8,111.9,,
Ethiopia,2001,52.1,Developing,392,390,245,140,4.8,280000,19.9,0.54,32,32,35,,55,2,68159423,18.8,11.8,11.9,120.8,,
Ethiopia,2000,50.8,Developing,406,401,252,142,4.4,280000,19.8,0.57,30,30,36,,55,1.9,66224804,18.9,11.9,12,124.5,,
Fiji,2015,69.8,Developing,188,0.1,0.1,0.1,3.6,450,27.6,2.21,99,99,94,94,99,29.5,868627,2,3.7,3.9,5390.7,,
Fiji,2014,69.7,Developing,190,0.1,0.1,0.1,3.7,470,27.5,2.32,99,99,94,94,99,28.9,866453,2,3.7,3.9,5605.6,,
Fiji,2013,69.5,Developing,192,0.1,0.1,0.1,3.5,320,27.4,2.3,99,99,94,94,99,28.3,865608,2.1,3.7,3.9,4840.7,,
Fiji,2012,69.4,Developing,195,0.1,0.1,0.1,3.5,260,27.3,2.24,99,99,94,94,99,27.7,865069,2.2,3.7,3.9,4591.6,,
Fiji,2011,69.3,Developing,197,0.1,0.1,0.1,3.4,270,27.3,2.13,99,99,94,94,99,27.1,863449,2.3,3.7,3.9,4371.5,,
Fiji,2010,69.1,Developing,200,0.1,0.1,0.1,3.6,240,27.2,2.25,99,99,94,94,99,26.5,859818,2.3,3.7,3.9,3652.5,,
Fiji,2009,68.9,Developing,203,0.1,0.1,0.1,3.7,180,27.1,2.32,99,99,94,94,99,26,853637,2.4,3.7,3.9,3362.8,,
Fiji,2008,68.7,Developing,206,0.1,0.1,0.1,3.3,130,27,1.96,99,99,94,94,99,25.4,845361,2.5,3.8,4,4167.7,,
Fiji,2007,68.6,Developing,209,0.1,0.1,0.1,3.7,120,26.9,2.1,99,99,94,94,99,24.8,836190,2.6,3.8,4,4072.1,,
Fiji,2006,68.4,Developing,212,0.1,0.1,0.1,3.6,140,26.8,2.07,98,98,92,94,98,24.3,827870,2.6,3.8,4,3747.9,,
Fiji,2005,68.3,Developing,214,0.1,0.1,0.1,3.5,170,26.7,2.02,96,96,90,74,97,23.7,821604,2.7,3.9,4.1,3659.6,,
Fiji,2004,68.1,Developing,218,0.1,0.1,0.1,3.5,170,26.6,1.63,95,95,88,,96,23.2,817860,2.9,3.9,4.1,3334.9,,
Fiji,2003,67.9,Developing,220,0.1,0.1,0.1,3.2,230,26.5,1.76,94,94,86,,95,22.6,816076,3,3.9,4.1,2837.9,,
Fiji,2002,67.9,Developing,220,0.1,0.1,0.1,3.2,190,26.4,1.85,93,93,85,,94,22.1,815257,3.1,4,4.2,2260.3,,
Fiji,2001,67.8,Developing,221,0.1,0.1,0.1,3.1,230,26.4,1.93,91,91,83,,92,21.5,813925,3.3,4,4.2,2039.6,,
Fiji,2000,67.7,Developing,222,0.1,0.1,0.1,3.7,180,26.3,2.05,90,90,81,,91,21,811006,3.4,4,4.2,2076.6,,
Finland,2015,81.4,Developing,70,0.1,0.1,0.1,9.4,310,25.9,8.51,97,97,95,,97,21.8,5479531,0.8,0.8,0.9,42494.7,0.06,0.1
Finland,2014,81.1,Developing,73,0.1,0.1,0.1,9.5,290,25.9,8.75,98,98,96,,98,21.4,5461512,0.8,0.8,0.9,49914.6,,
Finland,2013,80.9,Developing,78,0.1,0.1,0.1,9.5,310,26,9.07,98,98,97,,98,21.1,5438972,0.8,0.8,0.9,49638.1,,
Finland,2012,80.6,Developing,80,0.1,0.1,0.1,9.3,300,26,9.27,99,99,97,,99,20.7,5413971,0.8,0.8,0.9,47415.6,,
Finland,2011,80.5,Developing,84,0.1,0.1,0.1,8.9,360,26,9.81,99,99,97,,99,20.3,5388272,0.8,0.8,0.9,50790.7,,
Finland,2010,80,Developing,88,0.1,0.1,0.1,8.9,350,26,9.72,99,99,98,,99,20,5363352,0.8,0.8,0.9,46202.4,,
Finland,2009,79.9,Developing,90,0.1,0.1,0.1,8.9,460,26,9.96,99,99,98,,99,19.6,5338871,0.8,0.8,0.9,47107.2,,
Finland,2008,79.8,Developing,94,0.1,0.1,0.1,8.1,380,25.9,10.26,99,99,97,,97,19.3,5313399,0.8,0.8,0.9,53401.3,,
Finland,2007,79.5,Developing,96,0.1,0.1,0.1,7.8,340,25.9,10.45,99,99,98,,97,18.9,5288720,0.9,0.8,0.9,48288.5,,
Finland,2006,79.5,Developing,95,0.1,0.1,0.1,8,320,25.9,10.15,97,97,97,,97,18.5,5266268,0.9,0.8,0.9,41120.7,,
Finland,2005,79.2,Developing,100,0.1,0.1,0.1,8,390,25.9,9.95,97,97,97,,97,18.2,5246096,0.9,0.8,0.9,38969.2,,
Finland,2004,79,Developing,101,0.1,0.1,0.1,7.8,370,25.9,9.89,98,98,97,,96,17.8,5228172,0.9,0.8,0.9,37636.1,,
Finland,2003,78.7,Developing,97,0.1,0.1,0.1,7.7,450,25.8,9.31,98,98,97,,96,17.5,5213014,0.9,0.8,0.9,32816.2,,
Finland,2002,78.4,Developing,97,0.1,0.1,0.1,7.4,520,25.8,9.25,98,98,96,,95,17.1,5200598,0.9,0.8,0.9,26834,,
Finland,2001,78.3,Developing,99,0.1,0.1,0.1,7,530,25.8,8.94,98,98,96,,95,16.7,5188008,1,0.9,0.9,24913.2,,
Finland,2000,77.8,Developing,104,0.1,0.1,0.1,6.8,610,25.7,8.59,99,99,96,,96,16.4,5176209,1,0.9,0.9,24253.3,,
France,2015,82.7,Developing,73,3,3,2,11.1,5400,25,11.87,97,97,91,79,97,21.2,66593366,1.6,0.6,0.6,36613.4,0.2,0.3
France,2014,82.6,Developing,74,3,3,2,11.1,5500,25,11.97,98,98,91,77,98,20.8,66316100,1.7,0.6,0.6,43008.6,,
France,2013,82.1,Developing,77,3,3,2,10.9,5700,25,11.64,99,99,90,75,99,20.4,65998687,1.7,0.6,0.6,42592.9,,
France,2012,81.8,Developing,80,3,3,2,10.8,5700,25,12.24,99,99,91,72,99,20.1,65659809,1.7,0.6,0.6,40874.7,,
France,2011,81.8,Developing,83,3,3,2,10.7,5700,25.1,12.37,99,99,89,67,99,19.7,65342780,1.7,0.6,0.6,43790.7,,
France,2010,81.4,Developing,85,3,3,2,10.7,5800,25.1,12.33,99,99,89,61,99,19.3,65027507,1.8,0.6,0.6,40638.3,,
France,2009,81.2,Developing,87,3,3,2,10.8,6000,25,12.3,98,98,89,,98,19,64707040,1.8,0.6,0.6,41575.4,,
France,2008,81.1,Developing,87,3,3,2,10.1,6600,25,12.3,99,99,89,,99,18.6,64374984,1.8,0.6,0.6,45334.1,,
France,2007,81,Developing,88,3,3,2,10,6600,25,12.6,99,99,90,,99,18.3,64016225,1.9,0.6,0.6,41508.4,,
France,2006,80.8,Developing,90,3,3,2,10,6000,25,12.4,99,99,89,,99,17.9,63621381,1.9,0.6,0.6,36443.6,,
France,2005,80.3,Developing,92,4,3,2,10.2,6100,25,12.6,98,98,87,,98,17.6,63179351,1.9,0.6,0.6,34760.2,,
France,2004,80.4,Developing,92,4,3,2,10.1,6200,25,13.18,98,98,88,,99,17.2,62704895,2,0.6,0.6,33741.3,,
France,2003,79.5,Developing,97,4,3,2,10,7300,24.9,13.49,97,97,87,,96,16.9,62244886,2,0.6,0.6,29568.4,,
France,2002,79.5,Developing,98,4,3,2,10,6900,24.9,13.78,97,97,86,,97,16.5,61805267,2.1,0.6,0.7,24177.3,,
France,2001,79.3,Developing,99,4,3,2,9.7,7000,24.9,13.89,97,97,85,,98,16.2,61357430,2.1,0.6,0.7,22433.6,,
France,2000,79.1,Developing,99,4,3,2,9.5,7400,24.8,13.63,97,97,84,,98,15.8,60912500,2.2,0.7,0.7,22364,,
Gabon,2015,65.9,Developing,228,3,2,1,2.7,10000,25.2,9.54,80,80,68,,79,14.6,1947686,9.4,6,6.1,7381.7,2,4
Gabon,2014,65.4,Developing,235,3,2,1,2.5,10000,25.1,9.54,70,70,61,,68,14.3,1883800,9.6,6.1,6.2,9650.6,,
Gabon,2013,64.6,Developing,251,3,2,1,2.8,9900,25,8.7,79,79,70,,77,13.9,1817071,9.7,6.2,6.3,9680.8,,
Gabon,2012,63.6,Developing,269,3,2,1,2.4,9700,24.9,8.27,82,82,71,,80,13.5,1749682,9.9,6.3,6.4,9814,,
Gabon,2011,62.9,Developing,282,3,2,1,2.6,9400,24.8,8.65,75,75,72,,75,13.2,1684635,10.1,6.4,6.5,10795.5,,
Gabon,2010,62.4,Developing,288,3,2,1,2.5,9200,24.7,8.86,67,67,62,,68,12.8,1624140,10.2,6.5,6.6,8840.7,,
Gabon,2009,61.7,Developing,300,3,2,1,3.5,8900,24.6,8.61,76,76,63,,74,12.5,1568928,10.4,6.6,6.7,7690.1,,
Gabon,2008,61.3,Developing,304,3,2,1,2.6,8700,24.6,8.73,82,82,67,,81,12.1,1518540,10.6,6.8,6.9,10212.8,,
Gabon,2007,61,Developing,305,3,2,1,2.9,8500,24.5,8.99,81,81,62,,78,11.8,1472575,10.8,6.9,7,8447.1,,
Gabon,2006,60.7,Developing,308,3,2,1,2.9,8300,24.4,7.98,45,45,55,,44,11.4,1430152,11,7.1,7.2,7214.9,,
Gabon,2005,59.9,Developing,326,3,2,1,2.8,8300,24.3,7.68,45,45,55,,44,11.1,1390549,11.1,7.2,7.3,6888.6,,
Gabon,2004,59.3,Developing,338,3,2,1,3.3,8100,24.2,8.1,45,45,55,,44,10.7,1353795,11.3,7.4,7.5,5729.3,,
Gabon,2003,59.3,Developing,335,3,2,1,3.5,7800,24,6.45,45,45,55,,44,10.3,1319953,11.5,7.5,7.6,4922.4,,
Gabon,2002,59.3,Developing,331,3,2,1,3.2,7400,23.9,8.3,45,45,55,,44,10,1288315,11.7,7.7,7.8,4122,,
Gabon,2001,59.4,Developing,325,3,2,1,3.2,6900,23.8,9.26,45,45,55,,44,9.6,1258003,11.9,7.8,7.9,3989.6,,
Gabon,2000,59.6,Developing,317,3,2,1,2.9,6300,23.7,8.84,45,45,55,,44,9.3,1228360,12.1,8,8.1,4125.7,,
Gambia,2015,61.6,Developing,265,5,3,2,6.7,3400,23.9,2.96,97,97,97,81,96,9.9,2085860,10.6,7.3,7.4,668.4,1.9,1.9
Gambia,2014,61.4,Developing,267,5,3,2,7,3300,23.8,2.94,96,96,96,73,97,9.5,2024042,10.8,7.5,7.6,622.1,,
Gambia,2013,61.2,Developing,266,5,3,2,6.1,3200,23.7,2.89,97,97,96,53,96,9.1,1963711,10.9,7.7,7.7,696.2,,
Gambia,2012,60.8,Developing,269,5,3,2,6.1,3100,23.6,2.97,98,98,95,56,98,8.7,1905011,11.1,7.9,7.9,477.7,,
Gambia,2011,60.4,Developing,275,5,3,2,6.2,3100,23.5,2.92,96,96,91,,95,8.4,1848147,11.3,8.1,8.1,486,,
Gambia,2010,59.9,Developing,282,6,3,2,5.7,3000,23.4,3.06,97,97,92,,97,8,1793196,11.5,8.3,8.3,530.8,,
Gambia,2009,59.7,Developing,283,6,3,2,5.8,3000,23.3,3.05,98,98,96,,97,7.6,1740279,11.7,8.5,8.5,517.5,,
