Country,Year,life_expectancy,status,adult_mortality,under_5_deaths,infant_deaths,neonatal_deaths,health_expenditure_perc,tuberculosis,bmi,alcohol,diphtheria,hepatitis,measles1,measles2,polio,obesity,population,thinness_18_plus,thinness_5_9,thinness_5_19,gdp,hiv_new,hiv_perc
Bahrain,2009,76.9,Developing,69,0.1,0.1,0.1,3.5,370,25,2.1,98,98,99,99,97,26.2,1185076,3.5,5.9,6,19355.9,,
Bahrain,2008,76.2,Developing,73,0.1,0.1,0.1,2.9,350,25.1,2.16,97,97,99,97,97,25.8,1114641,3.6,5.9,6,23066.5,,
Bahrain,2007,75.9,Developing,80,0.1,0.1,0.1,2.9,340,25.1,2.16,97,97,99,99,97,25.4,1035919,3.8,5.9,6,20976.5,,
Bahrain,2006,75,Developing,89,0.1,0.1,0.1,2.9,320,25.2,2.2,98,98,99,99,98,25,958418,3.9,5.9,6,19307.9,,
Bahrain,2005,74.7,Developing,83,0.1,0.1,0.1,3,320,25.3,2.15,98,98,99,99,98,24.7,889164,4.1,5.9,6,17959.3,,
Bahrain,2004,74.1,Developing,94,0.1,0.1,0.1,3.2,280,25.3,2.15,98,98,99,99,98,24.4,829844,4.2,5.9,6.1,15846.6,,
Bahrain,2003,73.9,Developing,92,0.1,0.1,0.1,3.6,300,25.4,2.14,97,97,99,99,97,24,778708,4.2,5.9,6.1,14222,,
Bahrain,2002,73.7,Developing,99,0.1,0.1,0.1,3.7,220,25.4,1.96,98,98,99,97,98,23.6,735146,4.3,6,6.1,13102.4,,
Bahrain,2001,73.7,Developing,98,0.1,0.1,0.1,3.7,220,25.5,1.93,99,99,98,99,99,23.3,697545,4.4,6,6.1,12868.3,,
Bahrain,2000,73.2,Developing,101,0.1,0.1,0.1,3.4,240,25.5,2.15,97,97,98,92,97,22.9,664611,4.4,6,6.1,13636.4,,
Bangladesh,2015,72.2,Developing,133,113,93,65,2.6,357000,21.6,0.01,97,97,94,83,97,3.4,156256276,21.4,18.6,18.3,1248.5,0.01,0.1
Bangladesh,2014,71.8,Developing,136,121,98,69,2.7,353000,21.5,0.01,97,97,94,83,97,3.2,154520167,21.8,18.8,18.5,1118.9,,
Bangladesh,2013,71.4,Developing,138,130,104,73,2.7,349000,21.4,0.01,96,96,91,70,96,3,152764676,22.2,19,18.7,981.8,,
Bangladesh,2012,70.9,Developing,140,139,111,78,2.7,344000,21.3,0.01,94,94,88,35,94,2.8,151007807,22.6,19.2,18.9,883.1,,
Bangladesh,2011,70.5,Developing,141,149,118,83,2.8,340000,21.2,0.01,96,96,93,,96,2.6,149273778,23,19.4,19.1,861.8,,
Bangladesh,2010,69.9,Developing,143,160,126,89,2.7,337000,21.1,0.01,94,94,88,,94,2.5,147575430,23.4,19.7,19.3,781.2,,
Bangladesh,2009,69.4,Developing,145,172,134,95,2.6,333000,21,0.01,97,97,93,,97,2.3,145924797,23.8,19.9,19.5,702.3,,
Bangladesh,2008,69,Developing,147,185,143,101,2.5,329000,20.9,0.01,96,96,92,,96,2.2,144304167,24.2,20.1,19.7,635,,
Bangladesh,2007,68.5,Developing,150,199,153,107,2.6,325000,20.8,0,94,94,89,,96,2,142660376,24.6,20.3,19.9,558.1,,
Bangladesh,2006,68.2,Developing,151,214,163,114,2.5,322000,20.7,0,94,94,83,,95,1.9,140921167,25,20.5,20.1,509.6,,
Bangladesh,2005,67.8,Developing,154,230,174,121,2.8,317000,20.6,0,93,93,88,,94,1.8,139035505,25.3,20.7,20.3,499.5,,
Bangladesh,2004,67.4,Developing,158,246,185,127,2.7,313000,20.5,0,99,99,81,,88,1.7,136986432,25.7,20.9,20.5,475.3,,
Bangladesh,2003,67,Developing,161,263,196,134,2.7,307000,20.4,0,87,87,76,,90,1.6,134791603,26.1,21.1,20.7,446.3,,
Bangladesh,2002,66.6,Developing,164,280,207,141,2.6,302000,20.4,0,83,83,75,,83,1.5,132478086,26.4,21.3,20.9,413.1,,
Bangladesh,2001,66,Developing,168,298,219,148,2.4,297000,20.3,0,85,85,77,,85,1.4,130088702,26.7,21.5,21.1,415,,
Bangladesh,2000,65.5,Developing,173,316,231,154,2.4,291000,20.2,0.01,82,82,74,,83,1.3,127657854,27.1,21.7,21.3,418.1,,
Barbados,2015,75.5,Developing,101,0.1,0.1,0.1,7.5,,27.7,9.15,97,97,96,89,97,22.5,285324,3.2,3.7,3.8,16066.5,1.1,1.5
Barbados,2014,75.3,Developing,101,0.1,0.1,0.1,7.7,6,27.6,8.97,94,94,95,91,95,22,284825,3.3,3.8,3.8,16179.6,,
Barbados,2013,75.2,Developing,101,0.1,0.1,0.1,8.2,5,27.5,8.88,91,91,87,89,91,21.4,284296,3.4,3.8,3.8,16224.3,,
Barbados,2012,74.8,Developing,108,0.1,0.1,0.1,8.3,5,27.5,8.79,87,87,90,90,88,20.9,283700,3.5,3.8,3.8,16412.9,,
Barbados,2011,74.9,Developing,106,0.1,0.1,0.1,7.4,,27.4,8.49,91,91,93,94,91,20.4,282987,3.6,3.8,3.8,16470.4,,
Barbados,2010,74.7,Developing,108,0.1,0.1,0.1,6.9,7,27.3,8.45,86,86,85,96,90,19.8,282131,3.7,3.8,3.8,16056,,
Barbados,2009,74.6,Developing,110,0.1,0.1,0.1,7,2,27.2,8.55,93,93,94,97,93,19.4,281104,3.9,3.9,3.9,15937,,
Barbados,2008,74.4,Developing,112,0.1,0.1,0.1,6.8,3,27.1,8.83,85,85,94,97,85,18.9,279946,4,3.9,3.9,17081.9,,
Barbados,2007,74.4,Developing,112,0.1,0.1,0.1,6.2,18,27.1,8.43,93,93,75,96,93,18.4,278700,4.1,3.9,4,16764.4,,
Barbados,2006,74.3,Developing,113,0.1,0.1,0.1,6.2,6,27,8.6,84,84,92,94,85,17.9,277477,4.3,4,4,15051.7,,
Barbados,2005,74.2,Developing,114,0.1,0.1,0.1,6.3,11,26.9,8.17,92,92,93,98,91,17.4,276323,4.4,4,4.1,14104.1,,
Barbados,2004,74.1,Developing,116,0.1,0.1,0.1,6.6,22,26.8,7.67,93,93,98,99,93,17,275284,4.6,4.1,4.1,12766.3,,
Barbados,2003,73.8,Developing,123,0.1,0.1,0.1,6.6,10,26.7,7.61,89,89,90,71,90,16.5,274329,4.7,4.1,4.2,11937.7,,
Barbados,2002,73.6,Developing,126,0.1,0.1,0.1,5.8,6,26.6,7.53,87,87,91,41,86,16,273425,4.9,4.2,4.2,11592.2,,
Barbados,2001,73.5,Developing,127,0.1,0.1,0.1,5.4,7,26.6,7.32,84,84,93,12,93,15.6,272500,5,4.2,4.3,11437.2,,
Barbados,2000,73.4,Developing,128,0.1,0.1,0.1,5.2,3,26.5,7.24,93,93,94,,86,15.1,271515,5.2,4.3,4.3,11496.6,,
Belarus,2015,73.8,Developing,163,0.1,0.1,0.1,6.1,4700,26.6,10.09,99,99,99,99,99,24.1,9489616,1.3,2,2,5949.1,0.5,0.4
Belarus,2014,73.3,Developing,175,0.1,0.1,0.1,5.4,4800,26.5,11.71,97,97,99,98,97,23.7,9474511,1.4,2,2,8318.5,,
Belarus,2013,72.7,Developing,183,1,0.1,0.1,5.8,5600,26.5,12.37,98,98,99,99,98,23.4,9465997,1.4,2.1,2,7978.9,,
Belarus,2012,72.2,Developing,192,1,0.1,0.1,5.3,6000,26.4,14.14,98,98,98,97,98,23,9464495,1.5,2.1,2,6940.2,,
Belarus,2011,70.5,Developing,227,1,0.1,0.1,4.7,5900,26.4,15.05,98,98,99,99,98,22.7,9473172,1.5,2.2,2.1,6519.2,,
Belarus,2010,70.2,Developing,226,1,0.1,0.1,5.3,6400,26.3,13.88,98,98,99,99,99,22.3,9490583,1.5,2.2,2.1,6181.4,,
Belarus,2009,70.2,Developing,225,1,0.1,0.1,5.5,6600,26.3,13.97,96,96,99,99,98,21.9,9506765,1.6,2.3,2.2,5351.4,,
Belarus,2008,70.1,Developing,228,1,1,0.1,5.5,6400,26.2,14.54,97,97,99,99,98,21.6,9527985,1.6,2.3,2.2,6377.4,,
Belarus,2007,69.9,Developing,230,1,1,0.1,5.9,6700,26.2,13.86,95,95,99,99,90,21.2,9560953,1.7,2.4,2.3,4735.7,,
Belarus,2006,69,Developing,246,1,1,0.1,5.8,6400,26.1,12.53,99,99,97,95,97,20.9,9604924,1.7,2.5,2.3,3847.4,,
Belarus,2005,68.3,Developing,255,1,1,0.1,6.3,6600,26,11.05,99,99,99,98,98,20.5,9663915,1.7,2.5,2.4,3125.8,,
Belarus,2004,68.4,Developing,249,1,1,0.1,5.9,6800,26,12.08,99,99,99,98,99,20.2,9730146,1.8,2.6,2.5,2378.6,,
Belarus,2003,67.9,Developing,254,1,1,0.1,6,7500,25.9,11.17,50,50,99,98,53,19.8,9796749,1.8,2.7,2.6,1819.8,,
Belarus,2002,67.4,Developing,264,1,1,0.1,5.8,6400,25.8,12.23,99,99,99,98,99,19.5,9865548,1.9,2.7,2.7,1479.3,,
Belarus,2001,67.9,Developing,255,1,1,0.1,5.9,6900,25.8,10.74,99,99,99,97,99,19.1,9928549,1.9,2.8,2.7,1244.4,,
Belarus,2000,68.3,Developing,247,1,1,1,5.5,8500,25.7,12.92,99,99,98,92,99,18.8,9979610,1.9,2.9,2.8,1276.3,,
Belgium,2015,80.9,Developed,72,1,0.1,0.1,10.5,1100,26.1,10.36,99,99,96,85,99,21.7,11274196,0.9,1,1,40441.1,,
Belgium,2014,81.2,Developed,73,1,0.1,0.1,10.4,1000,26.1,10.57,99,99,96,85,99,21.4,11209057,0.9,0.9,1,47355.3,,
Belgium,2013,80.6,Developed,77,1,0.1,0.1,10.4,1000,26,10.33,99,99,96,85,99,21,11159407,0.9,0.9,0.9,46680.4,,
Belgium,2012,80.4,Developed,79,1,0.1,0.1,10.2,1000,26,10.09,99,99,96,85,99,20.7,11106932,0.9,0.9,0.9,44826.4,,
Belgium,2011,80.5,Developed,81,1,0.1,0.1,10.1,1100,26,10.14,98,98,95,83,98,20.4,11038264,0.9,0.9,0.9,47743.8,,
Belgium,2010,80.2,Developed,81,1,0.1,0.1,9.9,1200,25.9,10.27,98,98,95,83,98,20.1,10895586,0.9,0.9,0.9,44380.2,,
Belgium,2009,80.1,Developed,84,1,0.1,0.1,10.1,1100,25.9,10.1,98,98,95,83,98,19.8,10796493,0.9,0.8,0.8,44880.6,,
Belgium,2008,79.9,Developed,86,1,0.1,0.1,9.3,1100,25.9,10.51,99,99,93,81,99,19.5,10709973,0.9,0.8,0.8,48424.6,,
Belgium,2007,79.8,Developed,86,1,0.1,0.1,8.9,1100,25.8,13.43,98,98,92,78,99,19.2,10625700,1,0.8,0.8,44403.8,,
Belgium,2006,79.7,Developed,85,1,0.1,0.1,8.9,1200,25.8,10.94,98,98,92,78,99,18.9,10547958,1,0.8,0.8,38852.4,,
Belgium,2005,79.2,Developed,88,1,0.1,0.1,9,1200,25.7,12.21,97,97,88,,97,18.5,10478617,1,0.8,0.8,36967.3,,
Belgium,2004,79.2,Developed,89,1,0.1,0.1,9.1,1300,25.7,12.06,95,95,82,,96,18.2,10421137,1,0.8,0.8,35589.7,,
Belgium,2003,78.6,Developed,94,1,1,0.1,9.1,1200,25.6,11.31,95,95,82,,96,17.9,10376133,1,0.8,0.8,30743.9,,
Belgium,2002,78.4,Developed,97,1,1,0.1,8.3,1400,25.6,11.33,95,95,82,,96,17.6,10332785,1,0.8,0.8,25052.3,,
Belgium,2001,78.3,Developed,98,1,1,0.1,8.1,1500,25.5,11.05,95,95,82,,96,17.3,10286570,1,0.8,0.8,23121.6,,
Belgium,2000,77.9,Developed,99,1,1,0.1,7.9,1500,25.5,11.25,95,95,82,,96,17,10251250,1.1,0.8,0.8,23207.4,,
Belize,2015,70.3,Developing,182,0.1,0.1,0.1,6.2,90,28.9,6.2,94,94,96,95,94,23.6,360933,3.7,3.4,3.4,4883.2,1.4,1.9
Belize,2014,70.1,Developing,183,0.1,0.1,0.1,5.8,83,28.8,6.17,95,95,95,92,95,23,353366,3.8,3.4,3.4,4790.9,,
Belize,2013,70,Developing,184,0.1,0.1,0.1,5.8,140,28.7,6.17,95,95,99,92,95,22.5,345715,3.9,3.4,3.4,4652.5,,
Belize,2012,69.9,Developing,183,0.1,0.1,0.1,5.4,97,28.6,6.28,98,98,96,93,98,22,338000,4,3.4,3.4,4626.7,,
Belize,2011,69.9,Developing,182,0.1,0.1,0.1,5.6,85,28.5,6.26,95,95,98,98,95,21.5,330237,4.2,3.4,3.5,4501.6,,
Belize,2010,69.8,Developing,182,0.1,0.1,0.1,5.8,170,28.4,6.38,96,96,98,91,96,21,322464,4.3,3.4,3.5,4331.4,,
Belize,2009,69.8,Developing,183,0.1,0.1,0.1,5.8,100,28.3,6.45,97,97,97,92,98,20.5,314655,4.4,3.4,3.5,4243.4,,
Belize,2008,69.8,Developing,183,0.1,0.1,0.1,5,100,28.2,6.86,94,94,96,90,94,20,306823,4.6,3.5,3.5,4460.6,,
Belize,2007,69.8,Developing,181,0.1,0.1,0.1,4.9,72,28.1,6.93,96,96,96,89,97,19.6,299025,4.7,3.5,3.5,4315.8,,
Belize,2006,69.7,Developing,185,0.1,0.1,0.1,4.5,98,28,6.22,98,98,99,92,98,19.1,291329,4.8,3.5,3.6,4178.9,,
Belize,2005,69.4,Developing,190,0.1,0.1,0.1,4.4,120,27.9,6.06,96,96,95,87,96,18.7,283800,4.9,3.5,3.6,3926,,
Belize,2004,69.1,Developing,195,0.1,0.1,0.1,4.3,95,27.8,6.04,97,97,97,,97,18.2,276504,5.1,3.6,3.6,3825.8,,
Belize,2003,68.9,Developing,199,0.1,0.1,0.1,4.5,110,27.7,5.53,96,96,96,,95,17.8,269425,5.2,3.6,3.7,3675.9,,
Belize,2002,68.8,Developing,200,0.1,0.1,0.1,4.3,160,27.6,4.87,89,89,88,,93,17.3,262378,5.4,3.7,3.7,3554.2,,
Belize,2001,68.5,Developing,203,0.1,0.1,0.1,4.5,160,27.5,4.77,96,96,94,,96,16.9,255063,5.5,3.7,3.7,3418.2,,
Belize,2000,68.7,Developing,198,0.1,0.1,0.1,3.9,120,27.4,4.67,91,91,96,,91,16.4,247315,5.6,3.7,3.8,3364.4,,
Benin,2015,60.7,Developing,246,40,26,13,4,6400,23.5,1.55,82,82,74,,78,9.3,10575952,10.1,6.9,7,784,0.66,1.1
Benin,2014,60.4,Developing,248,40,26,13,3.6,6300,23.4,1.6,78,78,68,,74,8.9,10286842,10.2,7.1,7.2,943.7,,
Benin,2013,60.2,Developing,250,40,26,13,3.9,6400,23.3,1.45,77,77,68,,73,8.6,10004588,10.4,7.3,7.4,915.3,,
Benin,2012,59.9,Developing,252,40,26,13,4.7,6400,23.2,1.42,80,80,74,,80,8.2,9729248,10.5,7.5,7.5,837.9,,
Benin,2011,59.6,Developing,254,40,26,13,4.2,6400,23.2,1.44,75,75,70,,77,7.9,9460830,10.7,7.6,7.7,825.9,,
Benin,2010,59.3,Developing,257,40,26,13,4.1,6300,23.1,1.37,76,76,68,,77,7.6,9199259,10.9,7.8,7.9,757.7,,
Benin,2009,58.9,Developing,261,39,25,13,3.9,6200,23,1.21,79,79,71,,80,7.3,8944708,11.1,8,8.1,793.5,,
Benin,2008,58.2,Developing,276,39,25,12,3.7,6000,22.9,1.34,75,75,66,,77,7,8696921,11.2,8.2,8.3,820.2,,
Benin,2007,57.8,Developing,281,39,25,12,4,5800,22.8,1.2,82,82,70,,82,6.7,8454793,11.4,8.4,8.5,706.1,,
Benin,2006,57.4,Developing,282,39,25,12,4.1,5900,22.7,1.26,74,74,66,,76,6.5,8216897,11.6,8.6,8.7,625.8,,
Benin,2005,57.1,Developing,284,39,25,12,4,5800,22.6,1.22,70,70,61,,73,6.2,7982225,11.7,8.8,8.9,601.8,,
Benin,2004,56.7,Developing,285,39,25,12,4.2,5800,22.5,1.23,72,72,63,,74,6,7750004,11.9,9,9.1,583.4,,
Benin,2003,56.4,Developing,285,39,25,12,4.2,5800,22.4,1.44,73,73,65,,75,5.7,7520555,12.1,9.2,9.3,519.3,,
Benin,2002,56.1,Developing,284,40,25,12,4.2,5900,22.3,1.33,75,75,66,,76,5.5,7295394,12.2,9.4,9.5,418.7,,
Benin,2001,55.8,Developing,283,40,25,12,4.5,5900,22.2,1.38,76,76,68,,77,5.2,7076733,12.4,9.6,9.7,378.7,,
Benin,2000,55.6,Developing,282,40,25,12,4.3,5900,22.1,1.43,78,78,70,,78,5,6865951,12.6,9.8,9.9,374.2,,
Bhutan,2015,70.2,Developing,211,0.1,0.1,0.1,3.5,1200,23.8,,99,99,97,94,98,6.1,727876,11.1,16.2,15.8,2829.9,0.2,0.3
Bhutan,2014,69.9,Developing,215,1,0.1,0.1,3.2,1300,23.7,,99,99,97,92,98,5.7,719056,11.5,16.5,16.1,2749.4,,
Bhutan,2013,69.5,Developing,219,1,0.1,0.1,3.3,1400,23.6,0.19,97,97,94,89,97,5.5,710238,11.8,16.7,16.3,2532,,
Bhutan,2012,69.2,Developing,222,1,0.1,0.1,3.2,1400,23.5,0.4,97,97,95,90,97,5.2,701583,12.2,17,16.6,2599.4,,
Bhutan,2011,68.9,Developing,225,1,0.1,0.1,3,1500,23.4,0.18,95,95,95,95,95,4.9,693298,12.6,17.3,16.8,2625.4,,
Bhutan,2010,68.4,Developing,228,1,1,0.1,3.2,1600,23.3,1.16,91,91,95,85,92,4.6,685503,12.9,17.5,17,2312.9,,
Bhutan,2009,67.9,Developing,232,1,1,0.1,3.5,1400,23.2,0.22,93,93,94,79,93,4.4,678323,13.3,17.8,17.3,1864.5,,
Bhutan,2008,67.4,Developing,235,1,1,0.1,3.2,1200,23.1,0.3,96,96,99,72,96,4.1,671613,13.7,18.1,17.5,1873.6,,
Bhutan,2007,66.9,Developing,239,1,1,0.1,3.3,1200,23,0.2,95,95,95,,93,3.9,664876,14.1,18.3,17.8,1799,,
Bhutan,2006,66.2,Developing,246,1,1,0.1,3.1,1100,22.9,0.33,95,95,90,,96,3.6,657410,14.5,18.6,18,1365.6,,
Bhutan,2005,65.4,Developing,254,1,1,0.1,3.5,1300,22.8,1.1,95,95,93,,95,3.4,648739,14.9,18.8,18.3,1262.2,,
Bhutan,2004,64.6,Developing,264,1,1,0.1,3.6,1200,22.7,0.96,89,89,87,,90,3.2,638815,15.3,19.1,18.6,1100,,
Bhutan,2003,64,Developing,271,1,1,0.1,3.4,1300,22.5,0.52,95,95,88,,96,3,627839,15.7,19.4,18.9,990.7,,
Bhutan,2002,63.3,Developing,279,1,1,0.1,3.7,1400,22.4,0.29,86,86,78,,89,2.8,616018,16,19.6,19.1,871.8,,
Bhutan,2001,62.7,Developing,287,1,1,0.1,3.8,1300,22.3,1.42,88,88,78,,88,2.6,603640,16.4,19.9,19.4,789.1,,
Bhutan,2000,61.1,Developing,309,1,1,1,4.2,1400,22.2,1.66,92,92,78,,98,2.4,591021,16.8,20.1,19.7,743.1,,
Bolivia(PlurinationalStateof),2015,71.2,Developing,185,9,8,5,6.4,13000,26.4,3.61,89,89,95,,88,19.7,10869730,1.8,1.1,,,0.2,0.3
Bolivia(PlurinationalStateof),2014,70.9,Developing,188,10,8,5,5.8,13000,26.3,3.69,85,85,89,,85,19.3,10706517,1.8,1.1,,,,
Bolivia(PlurinationalStateof),2013,70.6,Developing,192,10,8,5,5.5,13000,26.2,3.73,87,87,87,,88,18.8,10542376,1.9,1.1,,,,
Bolivia(PlurinationalStateof),2012,70.3,Developing,195,11,8,5,5.1,13000,26.1,3.82,93,93,92,,93,18.3,10377676,1.9,1.1,,,,
Bolivia(PlurinationalStateof),2011,69.8,Developing,198,11,9,6,5.1,13000,26,3.86,95,95,96,,95,17.9,10212954,2,1.1,,,,
Bolivia(PlurinationalStateof),2010,69.2,Developing,202,12,9,6,5.1,13000,25.8,3.9,91,91,88,,90,17.4,10048590,2,1.1,,,,
Bolivia(PlurinationalStateof),2009,68.6,Developing,207,12,10,6,5.1,14000,25.7,,93,93,93,,92,17,9884781,2.1,1.1,,,,
Bolivia(PlurinationalStateof),2008,68,Developing,211,13,10,6,4.5,14000,25.6,,88,88,92,,87,16.5,9721454,2.2,1.2,,,,
Bolivia(PlurinationalStateof),2007,67.3,Developing,215,14,11,6,4.6,14000,25.5,,84,84,86,,85,16.1,9558439,2.2,1.2,,,,
Bolivia(PlurinationalStateof),2006,66.8,Developing,219,15,11,7,4.6,14000,25.4,,83,83,88,,82,15.7,9395446,2.3,1.2,,,,
Bolivia(PlurinationalStateof),2005,66.2,Developing,222,15,12,7,5,14000,25.3,,85,85,89,,84,15.2,9232306,2.4,1.2,,,,
Bolivia(PlurinationalStateof),2004,65.7,Developing,226,16,12,7,4.8,15000,25.2,,84,84,90,,84,14.8,9069039,2.4,1.3,,,,
Bolivia(PlurinationalStateof),2003,65.1,Developing,230,17,13,7,5.1,15000,25.1,,88,88,96,,82,14.4,8905823,2.5,1.3,,,,
Bolivia(PlurinationalStateof),2002,64.5,Developing,234,18,14,7,4.8,15000,24.9,,77,77,91,,76,14,8742814,2.6,1.4,,,,
Bolivia(PlurinationalStateof),2001,64,Developing,238,19,14,7,4.7,15000,24.8,,71,71,88,,71,13.6,8580235,2.7,1.4,,,,
Bolivia(PlurinationalStateof),2000,63.3,Developing,243,20,15,8,4.3,15000,24.7,,75,75,84,,74,13.2,8418264,2.8,1.4,,,,
BosniaandHerzegovina,2015,77.1,Developing,94,0.1,0.1,0.1,9.4,1400,25.7,4.33,82,82,83,88,74,17.5,3429361,1.4,2.4,,,0.01,0.1
BosniaandHerzegovina,2014,76.8,Developing,96,0.1,0.1,0.1,9.6,1500,25.6,4.34,86,86,89,92,86,17.1,3482104,1.4,2.4,,,,
BosniaandHerzegovina,2013,76.7,Developing,97,0.1,0.1,0.1,9.5,1600,25.5,4.43,89,89,92,93,87,16.7,3542605,1.4,2.5,,,,
BosniaandHerzegovina,2012,76.7,Developing,98,0.1,0.1,0.1,9.5,1800,25.5,4.69,92,92,94,94,87,16.3,3604972,1.5,2.5,,,,
BosniaandHerzegovina,2011,76.6,Developing,100,0.1,0.1,0.1,9.2,1700,25.4,4.65,88,88,89,88,89,16,3661175,1.5,2.6,,,,
BosniaandHerzegovina,2010,76.1,Developing,101,0.1,0.1,0.1,9,1700,25.4,4.5,89,89,91,91,90,15.6,3705472,1.5,2.7,,,,
BosniaandHerzegovina,2009,75.9,Developing,104,0.1,0.1,0.1,9,2200,25.3,4.71,90,90,93,88,90,15.3,3735938,1.6,2.7,,,,
BosniaandHerzegovina,2008,75.8,Developing,105,0.1,0.1,0.1,9.7,2100,25.2,5.09,91,91,84,92,92,14.9,3754271,1.6,2.8,,,,
BosniaandHerzegovina,2007,75.1,Developing,114,0.1,0.1,0.1,9.5,3000,25.2,5.11,95,95,96,95,95,14.6,3762786,1.6,2.8,,,,
BosniaandHerzegovina,2006,75.3,Developing,109,0.1,0.1,0.1,9.2,2200,25.1,4.78,87,87,85,93,91,14.3,3765424,1.7,2.9,,,,
BosniaandHerzegovina,2005,74.5,Developing,112,0.1,0.1,0.1,9.1,2600,25,4.53,93,93,90,90,95,14,3765331,1.7,3,,,,
BosniaandHerzegovina,2004,75.1,Developing,108,0.1,0.1,0.1,9.1,2900,25,4.22,84,84,88,88,87,13.7,3764194,1.8,3,,,,
BosniaandHerzegovina,2003,74.9,Developing,113,0.1,0.1,0.1,8,2200,24.9,4.12,87,87,84,85,87,13.4,3762173,1.8,3.1,,,,
BosniaandHerzegovina,2002,75.2,Developing,111,0.1,0.1,0.1,7,2100,24.9,3.89,80,80,89,90,86,13.1,3759387,1.8,3.2,,,,
BosniaandHerzegovina,2001,74.7,Developing,125,0.1,0.1,0.1,7.2,3100,24.8,3.95,91,91,92,86,92,12.8,3755512,1.9,3.2,,,,
BosniaandHerzegovina,2000,74.3,Developing,128,0.1,0.1,0.1,7.1,3100,24.8,3.69,85,85,80,74,87,12.6,3751176,1.9,3.3,,,,
Botswana,2015,65.3,Developing,263,2,2,1,6,7900,24.3,6.22,95,95,97,80,96,18.6,2120716,9.9,6.4,6.6,6799.9,8.8,21.6
Botswana,2014,64.5,Developing,277,2,2,1,5.3,8300,24.3,5.47,95,95,97,85,96,18.2,2088614,10,6.7,6.9,7780.6,,
Botswana,2013,63.6,Developing,291,2,2,2,5.4,8800,24.2,4.72,95,95,97,83,96,17.9,2062536,10.2,7,7.2,7225,,
Botswana,2012,62.9,Developing,302,2,2,2,6.4,9300,24.2,5.13,95,95,97,,96,17.5,2039551,10.3,7.4,7.6,7877.8,,
Botswana,2011,61.9,Developing,319,2,2,2,6.3,9800,24.2,6,95,95,97,,96,17.2,2015402,10.5,7.8,7.9,7617.3,,
Botswana,2010,61.2,Developing,331,2,2,2,5.6,10000,24.1,5.61,95,95,96,,96,16.9,1987105,10.7,8.2,8.3,6434.8,,
Botswana,2009,60,Developing,354,3,2,2,6.7,11000,24.1,5.3,96,96,96,,96,16.5,1953498,10.8,8.6,8.7,5255.8,,
Botswana,2008,58.1,Developing,396,3,2,2,5.7,12000,24.1,7.46,96,96,95,,96,16.2,1915639,11,9,9.1,5713.5,,
Botswana,2007,56.9,Developing,422,3,2,2,5.3,12000,24,6.84,96,96,95,,96,15.8,1875459,11.1,9.4,9.6,5832.7,,
Botswana,2006,54.9,Developing,471,3,2,1,5,13000,24,7.13,96,96,94,,96,15.5,1835908,11.3,9.9,10,5516,,
Botswana,2005,52.2,Developing,535,3,2,1,5.3,14000,23.9,6.15,96,96,93,,96,15.1,1799078,11.5,10.4,10.4,5520.1,,
Botswana,2004,49.2,Developing,607,4,2,1,6.2,14000,23.9,4.67,96,96,93,,96,14.8,1765527,11.6,10.8,10.9,5073.5,,
Botswana,2003,47.8,Developing,641,4,2,1,5.8,15000,23.8,5.38,96,96,92,,96,14.4,1734398,11.8,11.3,11.3,4330.9,,
Botswana,2002,47.6,Developing,645,4,2,1,4.7,15000,23.8,6.16,97,97,92,,97,14,1704642,12,11.8,11.8,3190.6,,
Botswana,2001,48.1,Developing,628,4,2,1,6.6,16000,23.7,5.12,97,97,91,,97,13.6,1674678,12.2,12.2,12.2,3278,,
Botswana,2000,49.1,Developing,601,4,2,1,5.8,16000,23.6,4.95,97,97,91,,97,13.1,1643334,12.4,12.7,12.7,3522.3,,
Brazil,2015,74.9,Developing,145,47,42,28,8.9,87000,26.5,6.97,96,96,96,80,98,21.6,204471769,2.8,2.7,2.7,8814,,0.5
Brazil,2014,74.7,Developing,145,48,43,29,8.4,87000,26.3,7.17,93,93,97,89,96,21.1,202763735,2.9,2.7,2.8,12112.6,,
Brazil,2013,74.3,Developing,148,50,45,30,8,89000,26.2,7.1,97,97,98,69,96,20.6,201035903,3,2.8,2.8,12300.3,,
Brazil,2012,74,Developing,150,52,47,31,7.8,88000,26.1,7.31,95,95,99,70,96,20.1,199287296,3.1,2.8,2.9,12370,,
Brazil,2011,73.6,Developing,153,55,49,33,7.8,88000,26,7.43,99,99,99,71,98,19.6,197514534,3.2,2.9,2.9,13245.6,,
Brazil,2010,73.3,Developing,154,57,51,34,8,86000,25.8,7.38,99,99,99,53,99,19.2,195713635,3.3,2.9,3,11286.2,,
Brazil,2009,73.2,Developing,156,61,54,36,8.4,88000,25.7,7.21,99,99,99,55,99,18.7,193886508,3.4,3,3,8597.9,,
Brazil,2008,73,Developing,157,65,57,38,8,89000,25.6,7.09,99,99,99,56,99,18.2,192030362,3.6,3,3.1,8831,,
Brazil,2007,72.8,Developing,158,69,61,40,8.2,87000,25.5,7.08,99,99,99,49,99,17.8,190130443,3.7,3.1,3.1,7348,,
Brazil,2006,72.4,Developing,160,75,66,43,8.3,87000,25.4,7,99,99,99,55,99,17.3,188167356,3.9,3.1,3.2,5886.5,,
Brazil,2005,72.1,Developing,162,81,72,46,8,93000,25.3,6.85,99,99,98,61,99,16.8,186127103,4,3.2,3.2,4790.4,,
